SK_ID_CURR,TARGET
100001,0.06667738439305015
100005,0.12885546498778191
100013,0.08444959990663956
100028,0.060502202969605505
100038,0.1278782416285684
100042,0.056805110262517326
100057,0.08424426341648085
100065,0.12370847526327373
100066,0.0494187088432518
100067,0.101456653750656
100074,0.0648531082223368
100090,0.11539267533498214
100091,0.11541400152229779
100092,0.10119359772806107
100106,0.15551181832189093
100107,0.11194186917928702
100109,0.10151616567018172
100117,0.07802845541767017
100128,0.07224367394670195
100141,0.08956965040572373
100150,0.07318506640689387
100168,0.06821712995916022
100169,0.04537228436412053
100170,0.08556077507708978
100171,0.09873176586801531
100172,0.12209913949681198
100184,0.07480591621293002
100187,0.06407255062384169
100212,0.0866612514806021
100222,0.0859175605543572
100223,0.06237665844789444
100232,0.07326574015901907
100241,0.1382123884788341
100245,0.07888644103479629
100253,0.06154706136281159
100256,0.09203173940456888
100271,0.05617159292132452
100278,0.10372295640796529
100280,0.0707642696388723
100306,0.15060483861071183
100311,0.10862339487205343
100312,0.06532242511241339
100330,0.07406289858306876
100331,0.09196191531815592
100352,0.0952855534611353
100358,0.09459988260015058
100367,0.08829828722377464
100382,0.08432025409308257
100384,0.07293159914735162
100385,0.11511096864046214
100386,0.09040631793338862
100399,0.07466390408503415
100404,0.06889812202845817
100416,0.07300909802652791
100422,0.1239411824673355
100426,0.07926205335962898
100438,0.06661979172783593
100444,0.10961498460670521
100445,0.12344341339583949
100446,0.11546185321429431
100447,0.0660626778129583
100450,0.07558178700800268
100466,0.09010343851794445
100483,0.07324026834956858
100484,0.05481714349422032
100494,0.08227685467343969
100510,0.12681809439483363
100512,0.06124892693022353
100517,0.06935599404657695
100548,0.06052320011179203
100551,0.07065430382048438
100552,0.12386445422244761
100553,0.08447448430593063
100561,0.0911928622051925
100568,0.12031271577709313
100569,0.06958251070984947
100591,0.09656007606919664
100592,0.04806613575867925
100602,0.10547181115116472
100607,0.07990885042816384
100613,0.08566983508105441
100617,0.07717703519761195
100618,0.09162093607076023
100622,0.16150373574960702
100625,0.12351414274124901
100677,0.08351995085094147
100699,0.0759216135838635
100702,0.13221492223160147
100711,0.08540213314538705
100729,0.1386050180183077
100740,0.11546539265604859
100744,0.10206415699472879
100745,0.09990797378029517
100747,0.09680617611738235
100751,0.11099945742636456
100752,0.0885006491288719
100753,0.14460199040410635
100754,0.09833301834654373
100760,0.11097458939497759
100762,0.09565585804402979
100763,0.07530833648134835
100765,0.07567355382548879
100770,0.09919807988508368
100772,0.08516965197063196
100777,0.08392596554063017
100791,0.06790632583954577
100792,0.05910576211672984
100797,0.08872039964417705
100823,0.09271724259296565
100826,0.091785196182862
100830,0.06760078963292047
100836,0.1313582450434462
100872,0.0816181783494674
100910,0.08675566353782484
100913,0.06000127209179282
100918,0.0772179414585006
100931,0.05688552901485972
100952,0.11802187060972724
100953,0.1049222476078209
100965,0.10774931855532069
100970,0.08179481259780491
