SK_ID_CURR,TARGET
100001,0.07321018520799571
100005,0.09329210612310955
100013,0.04649348091987426
100028,0.06298440414870073
100038,0.1101451562655955
100042,0.06138079461436891
100057,0.04242479464894237
100065,0.05939833657994174
100066,0.04230713434663146
100067,0.1336904289200667
100074,0.0641877646247165
100090,0.061385008732053596
100091,0.12416477349401793
100092,0.1360116103097602
100106,0.08719408431767561
100107,0.10225891375810241
100109,0.06330970168416222
100117,0.04242479464894237
100128,0.09649096511940669
100141,0.04230713434663146
100150,0.04242479464894237
100168,0.04220343890901376
100169,0.07309572034110877
100170,0.08283804091765992
100171,0.045924577857510106
100172,0.09312063516639994
100184,0.08294817473483414
100187,0.07630602149593027
100212,0.07160699777298055
100222,0.07628397148182718
100223,0.04804841554027469
100232,0.049832753203900876
100241,0.14313913453213528
100245,0.05042359859195794
100253,0.05560014622238544
100256,0.10632484109254764
100271,0.04220343890901376
100278,0.10464960540200832
100280,0.04230713434663146
100306,0.1227617305419089
100311,0.11881671634933293
100312,0.04242479464894237
100330,0.07783994732459329
100331,0.04884564094454326
100352,0.0957450991529219
100358,0.0752175826093975
100367,0.059358083714397776
100382,0.15364743180111476
100384,0.05713571671537741
100385,0.08437528253919913
100386,0.05722285081926866
100399,0.05175933016573951
100404,0.090417477444598
100416,0.050587990530117914
100422,0.08216913463072545
100426,0.06113770105516158
100438,0.05428422018484018
100444,0.08541566696360317
100445,0.11492780507312172
100446,0.12826376410872645
100447,0.050523195855528495
100450,0.06135967839279126
100466,0.050328976522433115
100483,0.05273539949325166
100484,0.04323875408346943
100494,0.06122375445483762
100510,0.1304997690032357
100512,0.04915041632735438
100517,0.04220343890901376
100548,0.06426593840797039
100551,0.04711832021104682
100552,0.09915859419161603
100553,0.0608959187080081
100561,0.12702876684731756
100568,0.2880139838892331
100569,0.05421365699375599
100591,0.07162485057487329
100592,0.04220343890901376
100602,0.08298407730591435
100607,0.059844487784428343
100613,0.07471114865472266
100617,0.13548478185812546
100618,0.06606071119863995
100622,0.07855556473690706
100625,0.14658086194956202
100677,0.1309238395172253
100699,0.05763373581894672
100702,0.2401301114144597
100711,0.09038877580304759
100729,0.10884990371512655
100740,0.15412437852611108
100744,0.10713780866475918
100745,0.06408896236641431
100747,0.09028879633304254
100751,0.21952491708722785
100752,0.06657954974099155
100753,0.1879674167243044
100754,0.17476316644190878
100760,0.05284173402919341
100762,0.0854797449405378
100763,0.07901481324680383
100765,0.052521663212410835
100770,0.11973313902364661
100772,0.059636003425507164
100777,0.0542115753003536
100791,0.05733825985709193
100792,0.04230713434663146
100797,0.04242479464894237
100823,0.04313287807267962
100826,0.05358702893881529
100830,0.05014599109387634
100836,0.1440639040285386
100872,0.11708599098972165
100910,0.09750938648627686
100913,0.16096273287186047
100918,0.07858969818324123
100931,0.04242479464894237
100952,0.06273370071097144
100953,0.0642046221949007
100965,0.15427998267651535
100970,0.053488298673239294
100982,0.10917634557648508
100983,0.17260021108476745
100984,0.05782690923441873
100987,0.07501976771308394
100997,0.07789366346424985
100998,0.09559674570683876
101002,0.07135213150636215
101005,0.16979541692555575
101008,0.10937750240030501
101020,0.06808351855527496
101021,0.05830190725054151
101024,0.09193425955853765
101025,0.09104501959220597
101026,0.06746644405404244
101031,0.04673623984216306
101041,0.05093988162081867
101051,0.04220343890901376
101055,0.07613960742257679
101056,0.1938786288666988
101057,0.05821733637101213
101064,0.0673946847590405
101079,0.10669363372059981
101087,0.07007242283226928
101090,0.04673623984216306
101092,0.08401536195859681
101097,0.08275335523968623
101099,0.04649348091987426
101107,0.06599768954367784
101118,0.05887875817811761
